name,node_id,QEM_reference_node_id,control_type,control_type_name,cycle_length_in_second,offset_in_second,x,y,geometry
,1,0,0,unknown_control,0,0,4.527,48.224,"<Point><coordinates>4.527,48.224</coordinates></Point>"
,2,0,0,unknown_control,0,0,25.588,20.179,"<Point><coordinates>25.588,20.179</coordinates></Point>"
,3,0,0,unknown_control,0,0,15.751,41.690,"<Point><coordinates>15.751,41.690</coordinates></Point>"
,4,0,0,unknown_control,0,0,21.151,9.587,"<Point><coordinates>21.151,9.587</coordinates></Point>"
,5,0,0,unknown_control,0,0,15.938,14.362,"<Point><coordinates>15.938,14.362</coordinates></Point>"
,6,0,0,unknown_control,0,0,33.618,48.623,"<Point><coordinates>33.618,48.623</coordinates></Point>"
,7,0,0,unknown_control,0,0,18.321,22.648,"<Point><coordinates>18.321,22.648</coordinates></Point>"
,8,0,0,unknown_control,0,0,9.537,33.003,"<Point><coordinates>9.537,33.003</coordinates></Point>"
,9,0,0,unknown_control,0,0,2.997,26.150,"<Point><coordinates>2.997,26.150</coordinates></Point>"
,10,0,0,unknown_control,0,0,16.060,24.670,"<Point><coordinates>16.060,24.670</coordinates></Point>"
,11,0,0,unknown_control,0,0,34.084,11.469,"<Point><coordinates>34.084,11.469</coordinates></Point>"
,12,0,0,unknown_control,0,0,28.747,28.078,"<Point><coordinates>28.747,28.078</coordinates></Point>"
,13,0,0,unknown_control,0,0,6.243,18.620,"<Point><coordinates>6.243,18.620</coordinates></Point>"
,14,0,0,unknown_control,0,0,29.778,4.369,"<Point><coordinates>29.778,4.369</coordinates></Point>"
,15,0,0,unknown_control,0,0,15.537,13.611,"<Point><coordinates>15.537,13.611</coordinates></Point>"
,16,0,0,unknown_control,0,0,38.749,26.304,"<Point><coordinates>38.749,26.304</coordinates></Point>"
,17,0,0,unknown_control,0,0,14.837,24.977,"<Point><coordinates>14.837,24.977</coordinates></Point>"
,18,0,0,unknown_control,0,0,36.848,28.014,"<Point><coordinates>36.848,28.014</coordinates></Point>"
,19,0,0,unknown_control,0,0,26.092,28.112,"<Point><coordinates>26.092,28.112</coordinates></Point>"
,20,0,0,unknown_control,0,0,40.348,38.488,"<Point><coordinates>40.348,38.488</coordinates></Point>"
,21,0,0,unknown_control,0,0,6.632,3.049,"<Point><coordinates>6.632,3.049</coordinates></Point>"
,22,0,0,unknown_control,0,0,13.514,9.688,"<Point><coordinates>13.514,9.688</coordinates></Point>"
,23,0,0,unknown_control,0,0,43.081,19.913,"<Point><coordinates>43.081,19.913</coordinates></Point>"
,24,0,0,unknown_control,0,0,15.862,36.013,"<Point><coordinates>15.862,36.013</coordinates></Point>"
,25,0,0,unknown_control,0,0,18.434,41.002,"<Point><coordinates>18.434,41.002</coordinates></Point>"
,26,0,0,unknown_control,0,0,41.063,39.169,"<Point><coordinates>41.063,39.169</coordinates></Point>"
,27,0,0,unknown_control,0,0,26.440,41.865,"<Point><coordinates>26.440,41.865</coordinates></Point>"
,28,0,0,unknown_control,0,0,43.807,15.418,"<Point><coordinates>43.807,15.418</coordinates></Point>"
,29,0,0,unknown_control,0,0,37.828,37.477,"<Point><coordinates>37.828,37.477</coordinates></Point>"
,30,0,0,unknown_control,0,0,18.438,19.541,"<Point><coordinates>18.438,19.541</coordinates></Point>"
,31,0,0,unknown_control,0,0,44.482,40.616,"<Point><coordinates>44.482,40.616</coordinates></Point>"
,32,0,0,unknown_control,0,0,21.846,19.034,"<Point><coordinates>21.846,19.034</coordinates></Point>"
,33,0,0,unknown_control,0,0,14.983,29.671,"<Point><coordinates>14.983,29.671</coordinates></Point>"
,34,0,0,unknown_control,0,0,49.532,22.694,"<Point><coordinates>49.532,22.694</coordinates></Point>"
,35,0,0,unknown_control,0,0,22.936,20.287,"<Point><coordinates>22.936,20.287</coordinates></Point>"
,36,0,0,unknown_control,0,0,16.207,16.014,"<Point><coordinates>16.207,16.014</coordinates></Point>"
,37,0,0,unknown_control,0,0,20.541,16.546,"<Point><coordinates>20.541,16.546</coordinates></Point>"
,38,0,0,unknown_control,0,0,42.133,29.716,"<Point><coordinates>42.133,29.716</coordinates></Point>"
,39,0,0,unknown_control,0,0,45.467,44.687,"<Point><coordinates>45.467,44.687</coordinates></Point>"
,40,0,0,unknown_control,0,0,15.839,25.647,"<Point><coordinates>15.839,25.647</coordinates></Point>"
,41,0,0,unknown_control,0,0,41.584,48.446,"<Point><coordinates>41.584,48.446</coordinates></Point>"
,42,0,0,unknown_control,0,0,32.065,27.369,"<Point><coordinates>32.065,27.369</coordinates></Point>"
,43,0,0,unknown_control,0,0,45.690,28.891,"<Point><coordinates>45.690,28.891</coordinates></Point>"
,44,0,0,unknown_control,0,0,38.428,12.781,"<Point><coordinates>38.428,12.781</coordinates></Point>"
,45,0,0,unknown_control,0,0,15.778,41.687,"<Point><coordinates>15.778,41.687</coordinates></Point>"
,46,0,0,unknown_control,0,0,7.747,13.419,"<Point><coordinates>7.747,13.419</coordinates></Point>"
,47,0,0,unknown_control,0,0,47.503,26.306,"<Point><coordinates>47.503,26.306</coordinates></Point>"
,48,0,0,unknown_control,0,0,5.052,14.926,"<Point><coordinates>5.052,14.926</coordinates></Point>"
,49,0,0,unknown_control,0,0,21.169,44.712,"<Point><coordinates>21.169,44.712</coordinates></Point>"
,50,0,0,unknown_control,0,0,24.490,44.717,"<Point><coordinates>24.490,44.717</coordinates></Point>"
,51,0,0,unknown_control,0,0,10.254,20.243,"<Point><coordinates>10.254,20.243</coordinates></Point>"
,52,0,0,unknown_control,0,0,8.992,39.819,"<Point><coordinates>8.992,39.819</coordinates></Point>"
,53,0,0,unknown_control,0,0,4.656,18.058,"<Point><coordinates>4.656,18.058</coordinates></Point>"
,54,0,0,unknown_control,0,0,4.907,43.876,"<Point><coordinates>4.907,43.876</coordinates></Point>"
,55,0,0,unknown_control,0,0,19.968,46.546,"<Point><coordinates>19.968,46.546</coordinates></Point>"
,56,0,0,unknown_control,0,0,36.894,29.551,"<Point><coordinates>36.894,29.551</coordinates></Point>"
,57,0,0,unknown_control,0,0,36.183,29.489,"<Point><coordinates>36.183,29.489</coordinates></Point>"
,58,0,0,unknown_control,0,0,43.003,3.494,"<Point><coordinates>43.003,3.494</coordinates></Point>"
,59,0,0,unknown_control,0,0,46.575,7.741,"<Point><coordinates>46.575,7.741</coordinates></Point>"
,60,0,0,unknown_control,0,0,23.603,4.452,"<Point><coordinates>23.603,4.452</coordinates></Point>"
,61,0,0,unknown_control,0,0,25.000,25.000,"<Point><coordinates>25.000,25.000</coordinates></Point>"
