name,node_id,QEM_reference_node_id,control_type,control_type_name,cycle_length_in_second,offset_in_second,x,y,geometry
,1,0,0,unknown_control,0,0,45.479,47.350,"<Point><coordinates>45.479,47.350</coordinates></Point>"
,2,0,0,unknown_control,0,0,14.637,2.649,"<Point><coordinates>14.637,2.649</coordinates></Point>"
,3,0,0,unknown_control,0,0,31.784,39.682,"<Point><coordinates>31.784,39.682</coordinates></Point>"
,4,0,0,unknown_control,0,0,22.594,49.458,"<Point><coordinates>22.594,49.458</coordinates></Point>"
,5,0,0,unknown_control,0,0,1.279,7.844,"<Point><coordinates>1.279,7.844</coordinates></Point>"
,6,0,0,unknown_control,0,0,49.591,5.129,"<Point><coordinates>49.591,5.129</coordinates></Point>"
,7,0,0,unknown_control,0,0,14.900,8.658,"<Point><coordinates>14.900,8.658</coordinates></Point>"
,8,0,0,unknown_control,0,0,21.227,46.868,"<Point><coordinates>21.227,46.868</coordinates></Point>"
,9,0,0,unknown_control,0,0,0.401,2.882,"<Point><coordinates>0.401,2.882</coordinates></Point>"
,10,0,0,unknown_control,0,0,0.992,42.377,"<Point><coordinates>0.992,42.377</coordinates></Point>"
,11,0,0,unknown_control,0,0,8.671,23.026,"<Point><coordinates>8.671,23.026</coordinates></Point>"
,12,0,0,unknown_control,0,0,32.845,31.582,"<Point><coordinates>32.845,31.582</coordinates></Point>"
,13,0,0,unknown_control,0,0,1.221,19.986,"<Point><coordinates>1.221,19.986</coordinates></Point>"
,14,0,0,unknown_control,0,0,30.561,28.302,"<Point><coordinates>30.561,28.302</coordinates></Point>"
,15,0,0,unknown_control,0,0,36.089,46.410,"<Point><coordinates>36.089,46.410</coordinates></Point>"
,16,0,0,unknown_control,0,0,38.427,21.803,"<Point><coordinates>38.427,21.803</coordinates></Point>"
,17,0,0,unknown_control,0,0,31.439,5.571,"<Point><coordinates>31.439,5.571</coordinates></Point>"
,18,0,0,unknown_control,0,0,47.912,10.565,"<Point><coordinates>47.912,10.565</coordinates></Point>"
,19,0,0,unknown_control,0,0,30.745,9.007,"<Point><coordinates>30.745,9.007</coordinates></Point>"
,20,0,0,unknown_control,0,0,45.764,8.559,"<Point><coordinates>45.764,8.559</coordinates></Point>"
,21,0,0,unknown_control,0,0,1.486,35.445,"<Point><coordinates>1.486,35.445</coordinates></Point>"
,22,0,0,unknown_control,0,0,4.525,31.446,"<Point><coordinates>4.525,31.446</coordinates></Point>"
,23,0,0,unknown_control,0,0,7.550,44.519,"<Point><coordinates>7.550,44.519</coordinates></Point>"
,24,0,0,unknown_control,0,0,2.700,35.550,"<Point><coordinates>2.700,35.550</coordinates></Point>"
,25,0,0,unknown_control,0,0,44.995,10.117,"<Point><coordinates>44.995,10.117</coordinates></Point>"
,26,0,0,unknown_control,0,0,46.221,16.131,"<Point><coordinates>46.221,16.131</coordinates></Point>"
,27,0,0,unknown_control,0,0,23.690,14.918,"<Point><coordinates>23.690,14.918</coordinates></Point>"
,28,0,0,unknown_control,0,0,17.508,19.095,"<Point><coordinates>17.508,19.095</coordinates></Point>"
,29,0,0,unknown_control,0,0,36.781,37.726,"<Point><coordinates>36.781,37.726</coordinates></Point>"
,30,0,0,unknown_control,0,0,2.119,0.960,"<Point><coordinates>2.119,0.960</coordinates></Point>"
,31,0,0,unknown_control,0,0,31.146,45.793,"<Point><coordinates>31.146,45.793</coordinates></Point>"
,32,0,0,unknown_control,0,0,22.081,43.214,"<Point><coordinates>22.081,43.214</coordinates></Point>"
,33,0,0,unknown_control,0,0,5.049,22.902,"<Point><coordinates>5.049,22.902</coordinates></Point>"
,34,0,0,unknown_control,0,0,12.182,49.069,"<Point><coordinates>12.182,49.069</coordinates></Point>"
,35,0,0,unknown_control,0,0,46.369,46.347,"<Point><coordinates>46.369,46.347</coordinates></Point>"
,36,0,0,unknown_control,0,0,44.962,41.950,"<Point><coordinates>44.962,41.950</coordinates></Point>"
,37,0,0,unknown_control,0,0,7.997,20.798,"<Point><coordinates>7.997,20.798</coordinates></Point>"
,38,0,0,unknown_control,0,0,30.495,1.115,"<Point><coordinates>30.495,1.115</coordinates></Point>"
,39,0,0,unknown_control,0,0,38.031,9.776,"<Point><coordinates>38.031,9.776</coordinates></Point>"
,40,0,0,unknown_control,0,0,12.311,1.997,"<Point><coordinates>12.311,1.997</coordinates></Point>"
,41,0,0,unknown_control,0,0,29.696,1.954,"<Point><coordinates>29.696,1.954</coordinates></Point>"
,42,0,0,unknown_control,0,0,16.175,49.689,"<Point><coordinates>16.175,49.689</coordinates></Point>"
,43,0,0,unknown_control,0,0,39.175,48.552,"<Point><coordinates>39.175,48.552</coordinates></Point>"
,44,0,0,unknown_control,0,0,2.346,12.934,"<Point><coordinates>2.346,12.934</coordinates></Point>"
,45,0,0,unknown_control,0,0,41.948,35.684,"<Point><coordinates>41.948,35.684</coordinates></Point>"
,46,0,0,unknown_control,0,0,30.347,44.421,"<Point><coordinates>30.347,44.421</coordinates></Point>"
,47,0,0,unknown_control,0,0,47.082,37.630,"<Point><coordinates>47.082,37.630</coordinates></Point>"
,48,0,0,unknown_control,0,0,18.368,21.754,"<Point><coordinates>18.368,21.754</coordinates></Point>"
,49,0,0,unknown_control,0,0,16.572,31.196,"<Point><coordinates>16.572,31.196</coordinates></Point>"
,50,0,0,unknown_control,0,0,5.631,15.182,"<Point><coordinates>5.631,15.182</coordinates></Point>"
,51,0,0,unknown_control,0,0,33.886,8.492,"<Point><coordinates>33.886,8.492</coordinates></Point>"
,52,0,0,unknown_control,0,0,15.334,40.966,"<Point><coordinates>15.334,40.966</coordinates></Point>"
,53,0,0,unknown_control,0,0,42.409,2.736,"<Point><coordinates>42.409,2.736</coordinates></Point>"
,54,0,0,unknown_control,0,0,21.622,36.607,"<Point><coordinates>21.622,36.607</coordinates></Point>"
,55,0,0,unknown_control,0,0,44.851,39.016,"<Point><coordinates>44.851,39.016</coordinates></Point>"
,56,0,0,unknown_control,0,0,7.022,1.610,"<Point><coordinates>7.022,1.610</coordinates></Point>"
,57,0,0,unknown_control,0,0,7.156,6.237,"<Point><coordinates>7.156,6.237</coordinates></Point>"
,58,0,0,unknown_control,0,0,25.385,19.855,"<Point><coordinates>25.385,19.855</coordinates></Point>"
,59,0,0,unknown_control,0,0,46.620,2.253,"<Point><coordinates>46.620,2.253</coordinates></Point>"
,60,0,0,unknown_control,0,0,0.064,15.867,"<Point><coordinates>0.064,15.867</coordinates></Point>"
,61,0,0,unknown_control,0,0,5.293,33.895,"<Point><coordinates>5.293,33.895</coordinates></Point>"
,62,0,0,unknown_control,0,0,39.612,41.714,"<Point><coordinates>39.612,41.714</coordinates></Point>"
,63,0,0,unknown_control,0,0,37.150,7.767,"<Point><coordinates>37.150,7.767</coordinates></Point>"
,64,0,0,unknown_control,0,0,20.410,42.960,"<Point><coordinates>20.410,42.960</coordinates></Point>"
,65,0,0,unknown_control,0,0,39.731,3.207,"<Point><coordinates>39.731,3.207</coordinates></Point>"
,66,0,0,unknown_control,0,0,13.064,46.942,"<Point><coordinates>13.064,46.942</coordinates></Point>"
,67,0,0,unknown_control,0,0,11.596,17.549,"<Point><coordinates>11.596,17.549</coordinates></Point>"
,68,0,0,unknown_control,0,0,35.094,10.910,"<Point><coordinates>35.094,10.910</coordinates></Point>"
,69,0,0,unknown_control,0,0,15.455,49.859,"<Point><coordinates>15.455,49.859</coordinates></Point>"
,70,0,0,unknown_control,0,0,9.693,8.836,"<Point><coordinates>9.693,8.836</coordinates></Point>"
,71,0,0,unknown_control,0,0,12.492,13.799,"<Point><coordinates>12.492,13.799</coordinates></Point>"
,72,0,0,unknown_control,0,0,24.334,41.503,"<Point><coordinates>24.334,41.503</coordinates></Point>"
,73,0,0,unknown_control,0,0,13.111,48.089,"<Point><coordinates>13.111,48.089</coordinates></Point>"
,74,0,0,unknown_control,0,0,24.422,33.443,"<Point><coordinates>24.422,33.443</coordinates></Point>"
,75,0,0,unknown_control,0,0,25.272,28.466,"<Point><coordinates>25.272,28.466</coordinates></Point>"
,76,0,0,unknown_control,0,0,42.778,11.453,"<Point><coordinates>42.778,11.453</coordinates></Point>"
,77,0,0,unknown_control,0,0,39.423,13.020,"<Point><coordinates>39.423,13.020</coordinates></Point>"
,78,0,0,unknown_control,0,0,32.147,17.898,"<Point><coordinates>32.147,17.898</coordinates></Point>"
,79,0,0,unknown_control,0,0,10.796,9.047,"<Point><coordinates>10.796,9.047</coordinates></Point>"
,80,0,0,unknown_control,0,0,30.328,42.175,"<Point><coordinates>30.328,42.175</coordinates></Point>"
,81,0,0,unknown_control,0,0,47.221,23.289,"<Point><coordinates>47.221,23.289</coordinates></Point>"
,82,0,0,unknown_control,0,0,40.113,10.096,"<Point><coordinates>40.113,10.096</coordinates></Point>"
,83,0,0,unknown_control,0,0,1.045,18.115,"<Point><coordinates>1.045,18.115</coordinates></Point>"
,84,0,0,unknown_control,0,0,49.688,11.707,"<Point><coordinates>49.688,11.707</coordinates></Point>"
,85,0,0,unknown_control,0,0,4.499,3.554,"<Point><coordinates>4.499,3.554</coordinates></Point>"
,86,0,0,unknown_control,0,0,48.159,31.667,"<Point><coordinates>48.159,31.667</coordinates></Point>"
,87,0,0,unknown_control,0,0,25.973,5.136,"<Point><coordinates>25.973,5.136</coordinates></Point>"
,88,0,0,unknown_control,0,0,43.619,12.027,"<Point><coordinates>43.619,12.027</coordinates></Point>"
,89,0,0,unknown_control,0,0,14.434,22.330,"<Point><coordinates>14.434,22.330</coordinates></Point>"
,90,0,0,unknown_control,0,0,21.136,12.236,"<Point><coordinates>21.136,12.236</coordinates></Point>"
,91,0,0,unknown_control,0,0,20.912,47.276,"<Point><coordinates>20.912,47.276</coordinates></Point>"
,92,0,0,unknown_control,0,0,26.269,36.998,"<Point><coordinates>26.269,36.998</coordinates></Point>"
,93,0,0,unknown_control,0,0,48.913,24.144,"<Point><coordinates>48.913,24.144</coordinates></Point>"
,94,0,0,unknown_control,0,0,47.721,49.908,"<Point><coordinates>47.721,49.908</coordinates></Point>"
,95,0,0,unknown_control,0,0,22.170,47.329,"<Point><coordinates>22.170,47.329</coordinates></Point>"
,96,0,0,unknown_control,0,0,15.551,40.756,"<Point><coordinates>15.551,40.756</coordinates></Point>"
,97,0,0,unknown_control,0,0,34.908,1.211,"<Point><coordinates>34.908,1.211</coordinates></Point>"
,98,0,0,unknown_control,0,0,26.956,3.396,"<Point><coordinates>26.956,3.396</coordinates></Point>"
,99,0,0,unknown_control,0,0,13.282,37.101,"<Point><coordinates>13.282,37.101</coordinates></Point>"
,100,0,0,unknown_control,0,0,9.559,8.658,"<Point><coordinates>9.559,8.658</coordinates></Point>"
,101,0,0,unknown_control,0,0,1.850,21.646,"<Point><coordinates>1.850,21.646</coordinates></Point>"
