name,node_id,QEM_reference_node_id,control_type,control_type_name,cycle_length_in_second,offset_in_second,x,y,geometry
,1,0,0,unknown_control,0,0,8.562,43.868,"<Point><coordinates>8.562,43.868</coordinates></Point>"
,2,0,0,unknown_control,0,0,8.996,14.724,"<Point><coordinates>8.996,14.724</coordinates></Point>"
,3,0,0,unknown_control,0,0,42.530,2.454,"<Point><coordinates>42.530,2.454</coordinates></Point>"
,4,0,0,unknown_control,0,0,15.770,24.745,"<Point><coordinates>15.770,24.745</coordinates></Point>"
,5,0,0,unknown_control,0,0,2.399,45.626,"<Point><coordinates>2.399,45.626</coordinates></Point>"
,6,0,0,unknown_control,0,0,31.549,4.254,"<Point><coordinates>31.549,4.254</coordinates></Point>"
,7,0,0,unknown_control,0,0,12.249,32.877,"<Point><coordinates>12.249,32.877</coordinates></Point>"
,8,0,0,unknown_control,0,0,10.107,5.089,"<Point><coordinates>10.107,5.089</coordinates></Point>"
,9,0,0,unknown_control,0,0,38.261,19.949,"<Point><coordinates>38.261,19.949</coordinates></Point>"
,10,0,0,unknown_control,0,0,34.043,7.568,"<Point><coordinates>34.043,7.568</coordinates></Point>"
,11,0,0,unknown_control,0,0,16.939,28.480,"<Point><coordinates>16.939,28.480</coordinates></Point>"
,12,0,0,unknown_control,0,0,31.312,11.371,"<Point><coordinates>31.312,11.371</coordinates></Point>"
,13,0,0,unknown_control,0,0,37.613,15.000,"<Point><coordinates>37.613,15.000</coordinates></Point>"
,14,0,0,unknown_control,0,0,18.691,19.044,"<Point><coordinates>18.691,19.044</coordinates></Point>"
,15,0,0,unknown_control,0,0,49.344,22.790,"<Point><coordinates>49.344,22.790</coordinates></Point>"
,16,0,0,unknown_control,0,0,28.034,9.242,"<Point><coordinates>28.034,9.242</coordinates></Point>"
,17,0,0,unknown_control,0,0,43.204,23.312,"<Point><coordinates>43.204,23.312</coordinates></Point>"
,18,0,0,unknown_control,0,0,36.168,9.219,"<Point><coordinates>36.168,9.219</coordinates></Point>"
,19,0,0,unknown_control,0,0,9.496,36.377,"<Point><coordinates>9.496,36.377</coordinates></Point>"
,20,0,0,unknown_control,0,0,40.309,36.240,"<Point><coordinates>40.309,36.240</coordinates></Point>"
,21,0,0,unknown_control,0,0,41.668,29.010,"<Point><coordinates>41.668,29.010</coordinates></Point>"
,22,0,0,unknown_control,0,0,31.767,31.325,"<Point><coordinates>31.767,31.325</coordinates></Point>"
,23,0,0,unknown_control,0,0,43.449,30.635,"<Point><coordinates>43.449,30.635</coordinates></Point>"
,24,0,0,unknown_control,0,0,45.741,8.893,"<Point><coordinates>45.741,8.893</coordinates></Point>"
,25,0,0,unknown_control,0,0,47.456,35.619,"<Point><coordinates>47.456,35.619</coordinates></Point>"
,26,0,0,unknown_control,0,0,41.261,32.139,"<Point><coordinates>41.261,32.139</coordinates></Point>"
,27,0,0,unknown_control,0,0,49.107,42.192,"<Point><coordinates>49.107,42.192</coordinates></Point>"
,28,0,0,unknown_control,0,0,20.182,26.121,"<Point><coordinates>20.182,26.121</coordinates></Point>"
,29,0,0,unknown_control,0,0,4.215,35.104,"<Point><coordinates>4.215,35.104</coordinates></Point>"
,30,0,0,unknown_control,0,0,41.001,14.644,"<Point><coordinates>41.001,14.644</coordinates></Point>"
,31,0,0,unknown_control,0,0,15.111,0.008,"<Point><coordinates>15.111,0.008</coordinates></Point>"
,32,0,0,unknown_control,0,0,38.960,5.326,"<Point><coordinates>38.960,5.326</coordinates></Point>"
,33,0,0,unknown_control,0,0,38.821,38.660,"<Point><coordinates>38.821,38.660</coordinates></Point>"
,34,0,0,unknown_control,0,0,22.287,8.207,"<Point><coordinates>22.287,8.207</coordinates></Point>"
,35,0,0,unknown_control,0,0,9.099,47.658,"<Point><coordinates>9.099,47.658</coordinates></Point>"
,36,0,0,unknown_control,0,0,6.635,38.966,"<Point><coordinates>6.635,38.966</coordinates></Point>"
,37,0,0,unknown_control,0,0,1.399,15.187,"<Point><coordinates>1.399,15.187</coordinates></Point>"
,38,0,0,unknown_control,0,0,39.649,37.882,"<Point><coordinates>39.649,37.882</coordinates></Point>"
,39,0,0,unknown_control,0,0,2.324,27.478,"<Point><coordinates>2.324,27.478</coordinates></Point>"
,40,0,0,unknown_control,0,0,44.518,1.669,"<Point><coordinates>44.518,1.669</coordinates></Point>"
,41,0,0,unknown_control,0,0,48.515,6.162,"<Point><coordinates>48.515,6.162</coordinates></Point>"
,42,0,0,unknown_control,0,0,14.724,6.117,"<Point><coordinates>14.724,6.117</coordinates></Point>"
,43,0,0,unknown_control,0,0,15.112,24.831,"<Point><coordinates>15.112,24.831</coordinates></Point>"
,44,0,0,unknown_control,0,0,17.362,40.715,"<Point><coordinates>17.362,40.715</coordinates></Point>"
,45,0,0,unknown_control,0,0,6.485,8.789,"<Point><coordinates>6.485,8.789</coordinates></Point>"
,46,0,0,unknown_control,0,0,11.187,12.565,"<Point><coordinates>11.187,12.565</coordinates></Point>"
,47,0,0,unknown_control,0,0,44.114,35.566,"<Point><coordinates>44.114,35.566</coordinates></Point>"
,48,0,0,unknown_control,0,0,47.815,20.491,"<Point><coordinates>47.815,20.491</coordinates></Point>"
,49,0,0,unknown_control,0,0,30.598,23.781,"<Point><coordinates>30.598,23.781</coordinates></Point>"
,50,0,0,unknown_control,0,0,12.042,19.292,"<Point><coordinates>12.042,19.292</coordinates></Point>"
,51,0,0,unknown_control,0,0,3.336,35.602,"<Point><coordinates>3.336,35.602</coordinates></Point>"
,52,0,0,unknown_control,0,0,2.541,21.684,"<Point><coordinates>2.541,21.684</coordinates></Point>"
,53,0,0,unknown_control,0,0,2.997,47.539,"<Point><coordinates>2.997,47.539</coordinates></Point>"
,54,0,0,unknown_control,0,0,35.152,24.496,"<Point><coordinates>35.152,24.496</coordinates></Point>"
,55,0,0,unknown_control,0,0,43.187,9.353,"<Point><coordinates>43.187,9.353</coordinates></Point>"
,56,0,0,unknown_control,0,0,8.697,14.459,"<Point><coordinates>8.697,14.459</coordinates></Point>"
,57,0,0,unknown_control,0,0,42.493,41.008,"<Point><coordinates>42.493,41.008</coordinates></Point>"
,58,0,0,unknown_control,0,0,34.212,16.761,"<Point><coordinates>34.212,16.761</coordinates></Point>"
,59,0,0,unknown_control,0,0,2.928,4.960,"<Point><coordinates>2.928,4.960</coordinates></Point>"
