name,node_id,QEM_reference_node_id,control_type,control_type_name,cycle_length_in_second,offset_in_second,x,y,geometry
,1,0,0,unknown_control,0,0,34.548,16.947,"<Point><coordinates>34.548,16.947</coordinates></Point>"
,2,0,0,unknown_control,0,0,28.402,46.895,"<Point><coordinates>28.402,46.895</coordinates></Point>"
,3,0,0,unknown_control,0,0,16.459,40.222,"<Point><coordinates>16.459,40.222</coordinates></Point>"
,4,0,0,unknown_control,0,0,2.980,41.789,"<Point><coordinates>2.980,41.789</coordinates></Point>"
,5,0,0,unknown_control,0,0,27.881,11.250,"<Point><coordinates>27.881,11.250</coordinates></Point>"
,6,0,0,unknown_control,0,0,12.338,31.567,"<Point><coordinates>12.338,31.567</coordinates></Point>"
,7,0,0,unknown_control,0,0,24.993,36.846,"<Point><coordinates>24.993,36.846</coordinates></Point>"
,8,0,0,unknown_control,0,0,34.128,43.463,"<Point><coordinates>34.128,43.463</coordinates></Point>"
,9,0,0,unknown_control,0,0,37.055,14.494,"<Point><coordinates>37.055,14.494</coordinates></Point>"
,10,0,0,unknown_control,0,0,42.347,34.900,"<Point><coordinates>42.347,34.900</coordinates></Point>"
,11,0,0,unknown_control,0,0,21.314,35.006,"<Point><coordinates>21.314,35.006</coordinates></Point>"
,12,0,0,unknown_control,0,0,4.802,1.609,"<Point><coordinates>4.802,1.609</coordinates></Point>"
,13,0,0,unknown_control,0,0,3.391,29.245,"<Point><coordinates>3.391,29.245</coordinates></Point>"
,14,0,0,unknown_control,0,0,32.467,49.455,"<Point><coordinates>32.467,49.455</coordinates></Point>"
,15,0,0,unknown_control,0,0,40.532,24.883,"<Point><coordinates>40.532,24.883</coordinates></Point>"
,16,0,0,unknown_control,0,0,43.111,6.773,"<Point><coordinates>43.111,6.773</coordinates></Point>"
,17,0,0,unknown_control,0,0,7.223,34.563,"<Point><coordinates>7.223,34.563</coordinates></Point>"
,18,0,0,unknown_control,0,0,16.030,15.249,"<Point><coordinates>16.030,15.249</coordinates></Point>"
,19,0,0,unknown_control,0,0,8.135,15.820,"<Point><coordinates>8.135,15.820</coordinates></Point>"
,20,0,0,unknown_control,0,0,30.819,3.480,"<Point><coordinates>30.819,3.480</coordinates></Point>"
,21,0,0,unknown_control,0,0,15.362,11.994,"<Point><coordinates>15.362,11.994</coordinates></Point>"
,22,0,0,unknown_control,0,0,5.307,2.384,"<Point><coordinates>5.307,2.384</coordinates></Point>"
,23,0,0,unknown_control,0,0,47.712,34.265,"<Point><coordinates>47.712,34.265</coordinates></Point>"
,24,0,0,unknown_control,0,0,9.968,45.713,"<Point><coordinates>9.968,45.713</coordinates></Point>"
,25,0,0,unknown_control,0,0,39.265,24.082,"<Point><coordinates>39.265,24.082</coordinates></Point>"
,26,0,0,unknown_control,0,0,39.826,36.958,"<Point><coordinates>39.826,36.958</coordinates></Point>"
,27,0,0,unknown_control,0,0,31.608,6.402,"<Point><coordinates>31.608,6.402</coordinates></Point>"
